"","SeasonFrom","SeasonTo","Matchday","Day","Date","Time","Home","Guest","Score90","Score45","Score90Home","Score90Guest","Score45Home","Score45Guest","PointsHome","PointsGuest","GoalsTotal90","GoalsTotal45","HomeID","GuestID"
"6735",1985,1986,15,"Wednesday",1985-11-20,15:30:00,"Dortmund","Stuttgart","2:0","0:0",2,0,0,0,2,0,2,0,16,14
"6736",1985,1986,15,"Wednesday",1985-11-20,15:30:00,"K'lautern","Schalke","0:0","0:0",0,0,0,0,1,1,0,0,13,6
"6737",1985,1986,15,"Wednesday",1985-11-20,15:30:00,"Gladbach","Bremen","1:2","0:0",1,2,0,0,0,2,3,0,20,8
"6738",1985,1986,16,"Saturday",1985-11-23,15:30:00,"Bayern","Bremen","3:1","1:1",3,1,1,1,2,0,4,2,21,8
"6739",1985,1986,16,"Saturday",1985-11-23,15:30:00,"Nürnberg","Düsseldorf","3:2","2:1",3,2,2,1,2,0,5,3,15,23
"6740",1985,1986,16,"Saturday",1985-11-23,15:30:00,"HSV","Bochum","1:0","0:0",1,0,0,0,2,0,1,0,10,29
"6741",1985,1986,16,"Saturday",1985-11-23,15:30:00,"Saarbrücken","Frankfurt","2:2","1:1",2,2,1,1,1,1,4,2,3,5
"6742",1985,1986,16,"Tuesday",1985-12-03,20:00:00,"Köln","Waldhof","0:1","0:1",0,1,0,1,0,2,1,1,11,37
"6743",1985,1986,16,"Tuesday",1985-12-03,20:00:00,"Hannover","K'lautern","3:2","2:1",3,2,2,1,2,0,5,3,18,13
"6744",1985,1986,16,"Tuesday",1985-12-03,20:00:00,"Stuttgart","Leverkusen","2:2","0:1",2,2,0,1,1,1,4,1,14,36
"6745",1985,1986,16,"Tuesday",1985-12-10,20:00:00,"Schalke","Dortmund","6:1","0:0",6,1,0,0,2,0,7,0,6,16
"6746",1985,1986,16,"Wednesday",1985-12-18,20:00:00,"Uerdingen","Gladbach","1:1","0:1",1,1,0,1,1,1,2,1,33,20
"6747",1985,1986,17,"Friday",1985-11-29,20:00:00,"Bremen","Stuttgart","6:0","3:0",6,0,3,0,2,0,6,3,8,14
"6748",1985,1986,17,"Saturday",1985-11-30,15:30:00,"Düsseldorf","Uerdingen","1:1","0:1",1,1,0,1,1,1,2,1,23,33
"6749",1985,1986,17,"Saturday",1985-11-30,15:30:00,"Leverkusen","Schalke","2:0","1:0",2,0,1,0,2,0,2,1,36,6
"6750",1985,1986,17,"Saturday",1985-11-30,15:30:00,"Dortmund","Hannover","2:0","1:0",2,0,1,0,2,0,2,1,16,18
"6751",1985,1986,17,"Saturday",1985-11-30,15:30:00,"K'lautern","Saarbrücken","1:1","0:0",1,1,0,0,1,1,2,0,13,3
"6752",1985,1986,17,"Saturday",1985-11-30,15:30:00,"Gladbach","Bayern","4:2","2:0",4,2,2,0,2,0,6,2,20,21
"6753",1985,1986,17,"Tuesday",1985-12-03,20:00:00,"Frankfurt","HSV","3:0","1:0",3,0,1,0,2,0,3,1,5,10
"6754",1985,1986,17,"Saturday",1986-01-18,15:30:00,"Waldhof","Nürnberg","0:1","0:1",0,1,0,1,0,2,1,1,37,15
"6755",1985,1986,17,"Tuesday",1986-03-25,20:00:00,"Bochum","Köln","2:0","0:0",2,0,0,0,2,0,2,0,29,11
"6756",1985,1986,18,"Friday",1986-12-06,19:30:00,"Leverkusen","Hannover","4:1","3:1",4,1,3,1,2,0,5,4,36,18
"6757",1985,1986,18,"Friday",1986-12-06,20:00:00,"Waldhof","Düsseldorf","2:1","0:0",2,1,0,0,2,0,3,0,37,23
"6758",1985,1986,18,"Friday",1986-12-06,20:00:00,"Dortmund","Saarbrücken","3:1","1:0",3,1,1,0,2,0,4,1,16,3
"6759",1985,1986,18,"Saturday",1986-12-07,15:30:00,"Bochum","Nürnberg","2:1","1:0",2,1,1,0,2,0,3,1,29,15
"6760",1985,1986,18,"Saturday",1986-12-07,15:30:00,"Frankfurt","Köln","2:2","2:0",2,2,2,0,1,1,4,2,5,11
"6761",1985,1986,18,"Saturday",1986-12-07,15:30:00,"K'lautern","HSV","1:2","0:1",1,2,0,1,0,2,3,1,13,10
"6762",1985,1986,18,"Saturday",1986-12-07,15:30:00,"Bremen","Schalke","3:1","1:1",3,1,1,1,2,0,4,2,8,6
"6763",1985,1986,18,"Saturday",1986-12-07,15:30:00,"Gladbach","Stuttgart","1:1","0:0",1,1,0,0,1,1,2,0,20,14
"6764",1985,1986,18,"Saturday",1986-12-07,15:30:00,"Bayern","Uerdingen","5:1","4:1",5,1,4,1,2,0,6,5,21,33
"6765",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Stuttgart","Bayern","0:0","0:0",0,0,0,0,1,1,0,0,14,21
"6766",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Hannover","Bremen","2:4","2:1",2,4,2,1,0,2,6,3,18,8
"6767",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Saarbrücken","Leverkusen","3:1","1:0",3,1,1,0,2,0,4,1,3,36
"6768",1985,1986,19,"Saturday",1986-12-14,15:30:00,"HSV","Dortmund","3:0","1:0",3,0,1,0,2,0,3,1,10,16
"6769",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Köln","K'lautern","1:1","1:1",1,1,1,1,1,1,2,2,11,13
"6770",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Nürnberg","Frankfurt","4:1","2:1",4,1,2,1,2,0,5,3,15,5
"6771",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Düsseldorf","Bochum","2:1","0:1",2,1,0,1,2,0,3,1,23,29
"6772",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Uerdingen","Waldhof","1:0","0:0",1,0,0,0,2,0,1,0,33,37
"6773",1985,1986,19,"Saturday",1986-12-14,15:30:00,"Schalke","Gladbach","2:2","2:1",2,2,2,1,1,1,4,3,6,20
"6774",1985,1986,20,"Saturday",1986-01-25,15:30:00,"Frankfurt","Düsseldorf","2:0","0:0",2,0,0,0,2,0,2,0,5,23
"6775",1985,1986,20,"Saturday",1986-01-25,15:30:00,"K'lautern","Nürnberg","0:3","0:1",0,3,0,1,0,2,3,1,13,15
"6776",1985,1986,20,"Saturday",1986-01-25,15:30:00,"Dortmund","Köln","5:1","2:0",5,1,2,0,2,0,6,2,16,11
"6777",1985,1986,20,"Saturday",1986-01-25,15:30:00,"Bremen","Saarbrücken","1:0","0:0",1,0,0,0,2,0,1,0,8,3
"6778",1985,1986,20,"Saturday",1986-01-25,15:30:00,"Gladbach","Hannover","4:3","2:1",4,3,2,1,2,0,7,3,20,18
"6779",1985,1986,20,"Saturday",1986-01-25,15:30:00,"Bayern","Schalke","3:2","1:1",3,2,1,1,2,0,5,2,21,6
"6780",1985,1986,20,"Saturday",1986-01-25,15:30:00,"Stuttgart","Uerdingen","0:2","0:2",0,2,0,2,0,2,2,2,14,33
"6781",1985,1986,20,"Saturday",1986-01-25,15:30:00,"Leverkusen","HSV","3:2","0:2",3,2,0,2,2,0,5,2,36,10
"6782",1985,1986,20,"Tuesday",1986-03-11,20:00:00,"Bochum","Waldhof","0:1","0:1",0,1,0,1,0,2,1,1,29,37
"6783",1985,1986,21,"Friday",1986-01-31,20:00:00,"Köln","Leverkusen","2:3","2:0",2,3,2,0,0,2,5,2,11,36
"6784",1985,1986,21,"Saturday",1986-02-01,15:30:00,"HSV","Bremen","0:1","0:0",0,1,0,0,0,2,1,0,10,8
"6785",1985,1986,21,"Saturday",1986-02-01,15:30:00,"Nürnberg","Dortmund","0:0","0:0",0,0,0,0,1,1,0,0,15,16
"6786",1985,1986,21,"Saturday",1986-02-01,15:30:00,"Düsseldorf","K'lautern","0:0","0:0",0,0,0,0,1,1,0,0,23,13
"6787",1985,1986,21,"Saturday",1986-02-01,15:30:00,"Waldhof","Frankfurt","0:0","0:0",0,0,0,0,1,1,0,0,37,5
"6788",1985,1986,21,"Saturday",1986-02-01,15:30:00,"Uerdingen","Bochum","3:2","3:0",3,2,3,0,2,0,5,3,33,29
"6789",1985,1986,21,"Saturday",1986-02-01,15:30:00,"Schalke","Stuttgart","1:2","0:0",1,2,0,0,0,2,3,0,6,14
"6790",1985,1986,21,"Saturday",1986-02-01,15:30:00,"Saarbrücken","Gladbach","1:3","0:0",1,3,0,0,0,2,4,0,3,20
"6791",1985,1986,21,"Saturday",1986-02-01,15:30:00,"Hannover","Bayern","0:5","0:1",0,5,0,1,0,2,5,1,18,21
"6792",1985,1986,22,"Saturday",1986-02-08,14:30:00,"Stuttgart","Hannover","7:0","2:0",7,0,2,0,2,0,7,2,14,18
"6793",1985,1986,22,"Saturday",1986-02-08,15:30:00,"Dortmund","Düsseldorf","1:2","0:1",1,2,0,1,0,2,3,1,16,23
"6794",1985,1986,22,"Saturday",1986-02-08,15:30:00,"Leverkusen","Nürnberg","0:0","0:0",0,0,0,0,1,1,0,0,36,15
"6795",1985,1986,22,"Saturday",1986-02-08,15:30:00,"Bremen","Köln","2:0","1:0",2,0,1,0,2,0,2,1,8,11
"6796",1985,1986,22,"Saturday",1986-02-08,15:30:00,"Gladbach","HSV","2:1","0:1",2,1,0,1,2,0,3,1,20,10
"6797",1985,1986,22,"Saturday",1986-02-08,15:30:00,"Bayern","Saarbrücken","5:1","1:1",5,1,1,1,2,0,6,2,21,3
"6798",1985,1986,22,"Saturday",1986-02-08,15:30:00,"Frankfurt","Bochum","1:0","0:0",1,0,0,0,2,0,1,0,5,29
"6799",1985,1986,22,"Saturday",1986-02-08,15:30:00,"Schalke","Uerdingen","2:0","1:0",2,0,1,0,2,0,2,1,6,33
"6800",1985,1986,22,"Tuesday",1986-04-01,20:00:00,"K'lautern","Waldhof","0:0","0:0",0,0,0,0,1,1,0,0,13,37
"6801",1985,1986,23,"Saturday",1986-02-15,15:30:00,"HSV","Bayern","0:0","0:0",0,0,0,0,1,1,0,0,10,21
"6802",1985,1986,23,"Saturday",1986-02-15,15:30:00,"Nürnberg","Bremen","2:2","0:1",2,2,0,1,1,1,4,1,15,8
"6803",1985,1986,23,"Saturday",1986-02-15,15:30:00,"Düsseldorf","Leverkusen","2:1","1:1",2,1,1,1,2,0,3,2,23,36
"6804",1985,1986,23,"Saturday",1986-02-15,15:30:00,"Bochum","K'lautern","3:2","2:2",3,2,2,2,2,0,5,4,29,13
"6805",1985,1986,23,"Tuesday",1986-02-25,19:30:00,"Waldhof","Dortmund","0:0","0:0",0,0,0,0,1,1,0,0,37,16
"6806",1985,1986,23,"Tuesday",1986-02-25,20:00:00,"Saarbrücken","Stuttgart","1:1","1:1",1,1,1,1,1,1,2,2,3,14
"6807",1985,1986,23,"Tuesday",1986-04-01,20:00:00,"Hannover","Schalke","1:2","0:1",1,2,0,1,0,2,3,1,18,6
"6808",1985,1986,23,"Tuesday",1986-04-08,20:00:00,"Köln","Gladbach","0:2","0:1",0,2,0,1,0,2,2,1,11,20
"6809",1985,1986,23,"Thursday",1986-04-24,20:00:00,"Uerdingen","Frankfurt","1:0","1:0",1,0,1,0,2,0,1,1,33,5
"6810",1985,1986,24,"Saturday",1986-02-22,15:30:00,"K'lautern","Frankfurt","1:1","1:0",1,1,1,0,1,1,2,1,13,5
"6811",1985,1986,24,"Saturday",1986-02-22,15:30:00,"Bremen","Düsseldorf","7:3","3:0",7,3,3,0,2,0,10,3,8,23
"6812",1985,1986,24,"Saturday",1986-02-22,15:30:00,"Gladbach","Nürnberg","3:0","2:0",3,0,2,0,2,0,3,2,20,15
"6813",1985,1986,24,"Saturday",1986-02-22,15:30:00,"Bayern","Köln","3:1","2:0",3,1,2,0,2,0,4,2,21,11
"6814",1985,1986,24,"Tuesday",1986-03-18,20:00:00,"Schalke","Saarbrücken","3:2","0:1",3,2,0,1,2,0,5,1,6,3
"6815",1985,1986,24,"Tuesday",1986-04-01,20:00:00,"Stuttgart","HSV","1:0","0:0",1,0,0,0,2,0,1,0,14,10
"6816",1985,1986,24,"Tuesday",1986-04-08,20:00:00,"Leverkusen","Waldhof","3:1","2:1",3,1,2,1,2,0,4,3,36,37
"6817",1985,1986,24,"Tuesday",1986-04-15,20:00:00,"Dortmund","Bochum","1:0","1:0",1,0,1,0,2,0,1,1,16,29
"6818",1985,1986,24,"Sunday",1986-04-20,18:30:00,"Hannover","Uerdingen","1:1","0:1",1,1,0,1,1,1,2,1,18,33
"6819",1985,1986,25,"Saturday",1986-03-01,15:30:00,"Nürnberg","Bayern","0:1","0:0",0,1,0,0,0,2,1,0,15,21
"6820",1985,1986,25,"Saturday",1986-03-01,15:30:00,"Waldhof","Bremen","1:1","1:0",1,1,1,0,1,1,2,1,37,8
"6821",1985,1986,25,"Saturday",1986-03-01,15:30:00,"Bochum","Leverkusen","1:1","0:0",1,1,0,0,1,1,2,0,29,36
"6822",1985,1986,25,"Saturday",1986-03-01,15:30:00,"Frankfurt","Dortmund","2:1","1:1",2,1,1,1,2,0,3,2,5,16
"6823",1985,1986,25,"Saturday",1986-03-01,15:30:00,"Saarbrücken","Hannover","2:1","1:1",2,1,1,1,2,0,3,2,3,18
"6824",1985,1986,25,"Saturday",1986-03-01,15:30:00,"Köln","Stuttgart","2:1","2:0",2,1,2,0,2,0,3,2,11,14
"6825",1985,1986,25,"Saturday",1986-03-01,15:30:00,"Düsseldorf","Gladbach","2:0","0:0",2,0,0,0,2,0,2,0,23,20
"6826",1985,1986,25,"Tuesday",1986-03-25,20:00:00,"Uerdingen","K'lautern","3:1","2:1",3,1,2,1,2,0,4,3,33,13
"6827",1985,1986,25,"Tuesday",1986-04-15,20:00:00,"HSV","Schalke","2:0","0:0",2,0,0,0,2,0,2,0,10,6
"6828",1985,1986,26,"Friday",1986-03-07,20:00:00,"Dortmund","K'lautern","4:2","1:0",4,2,1,0,2,0,6,1,16,13
"6829",1985,1986,26,"Saturday",1986-03-08,15:30:00,"Bayern","Düsseldorf","2:3","0:2",2,3,0,2,0,2,5,2,21,23
"6830",1985,1986,26,"Saturday",1986-03-08,15:30:00,"Stuttgart","Nürnberg","3:1","1:0",3,1,1,0,2,0,4,1,14,15
"6831",1985,1986,26,"Saturday",1986-03-08,15:30:00,"Schalke","Köln","3:0","2:0",3,0,2,0,2,0,3,2,6,11
"6832",1985,1986,26,"Saturday",1986-03-08,15:30:00,"Bremen","Bochum","0:0","0:0",0,0,0,0,1,1,0,0,8,29
"6833",1985,1986,26,"Tuesday",1986-03-18,20:00:00,"Hannover","HSV","0:2","0:1",0,2,0,1,0,2,2,1,18,10
"6834",1985,1986,26,"Tuesday",1986-03-18,20:00:00,"Gladbach","Waldhof","1:1","1:0",1,1,1,0,1,1,2,1,20,37
"6835",1985,1986,26,"Tuesday",1986-03-25,20:00:00,"Leverkusen","Frankfurt","2:0","1:0",2,0,1,0,2,0,2,1,36,5
"6836",1985,1986,26,"Tuesday",1986-04-08,20:00:00,"Saarbrücken","Uerdingen","1:2","0:2",1,2,0,2,0,2,3,2,3,33
"6837",1985,1986,27,"Friday",1986-03-14,20:00:00,"K'lautern","Leverkusen","4:1","1:1",4,1,1,1,2,0,5,2,13,36
"6838",1985,1986,27,"Saturday",1986-03-15,15:30:00,"Waldhof","Bayern","0:4","0:4",0,4,0,4,0,2,4,4,37,21
"6839",1985,1986,27,"Saturday",1986-03-15,15:30:00,"Frankfurt","Bremen","0:2","0:0",0,2,0,0,0,2,2,0,5,8
"6840",1985,1986,27,"Saturday",1986-03-15,15:30:00,"Uerdingen","Dortmund","2:0","0:0",2,0,0,0,2,0,2,0,33,16
"6841",1985,1986,27,"Saturday",1986-03-15,15:30:00,"HSV","Saarbrücken","4:0","2:0",4,0,2,0,2,0,4,2,10,3
"6842",1985,1986,27,"Saturday",1986-03-15,15:30:00,"Köln","Hannover","3:0","1:0",3,0,1,0,2,0,3,1,11,18
"6843",1985,1986,27,"Saturday",1986-03-15,15:30:00,"Nürnberg","Schalke","3:1","2:0",3,1,2,0,2,0,4,2,15,6
"6844",1985,1986,27,"Saturday",1986-03-15,15:30:00,"Düsseldorf","Stuttgart","0:7","0:2",0,7,0,2,0,2,7,2,23,14
"6845",1985,1986,27,"Saturday",1986-03-15,15:30:00,"Bochum","Gladbach","2:2","0:1",2,2,0,1,1,1,4,1,29,20
"6846",1985,1986,28,"Friday",1986-03-21,19:30:00,"Leverkusen","Dortmund","2:1","2:1",2,1,2,1,2,0,3,3,36,16
"6847",1985,1986,28,"Friday",1986-03-21,20:00:00,"Bremen","K'lautern","2:0","0:0",2,0,0,0,2,0,2,0,8,13
"6848",1985,1986,28,"Saturday",1986-03-22,15:30:00,"Schalke","Düsseldorf","1:1","0:1",1,1,0,1,1,1,2,1,6,23
"6849",1985,1986,28,"Saturday",1986-03-22,15:30:00,"Hannover","Nürnberg","0:2","0:1",0,2,0,1,0,2,2,1,18,15
"6850",1985,1986,28,"Saturday",1986-03-22,15:30:00,"Saarbrücken","Köln","1:2","0:0",1,2,0,0,0,2,3,0,3,11
"6851",1985,1986,28,"Saturday",1986-03-22,15:30:00,"Gladbach","Frankfurt","1:1","0:1",1,1,0,1,1,1,2,1,20,5
"6852",1985,1986,28,"Saturday",1986-03-22,15:30:00,"Bayern","Bochum","6:1","2:0",6,1,2,0,2,0,7,2,21,29
"6853",1985,1986,28,"Saturday",1986-03-22,15:30:00,"Stuttgart","Waldhof","3:1","2:0",3,1,2,0,2,0,4,2,14,37
"6854",1985,1986,28,"Saturday",1986-03-22,15:30:00,"HSV","Uerdingen","1:4","0:2",1,4,0,2,0,2,5,2,10,33
"6855",1985,1986,29,"Thursday",1986-03-27,20:00:00,"Düsseldorf","Hannover","2:2","1:2",2,2,1,2,1,1,4,3,23,18
"6856",1985,1986,29,"Saturday",1986-03-29,15:30:00,"Frankfurt","Bayern","2:2","2:0",2,2,2,0,1,1,4,2,5,21
"6857",1985,1986,29,"Saturday",1986-03-29,15:30:00,"Uerdingen","Leverkusen","2:1","1:0",2,1,1,0,2,0,3,1,33,36
"6858",1985,1986,29,"Saturday",1986-03-29,15:30:00,"Köln","HSV","1:1","0:0",1,1,0,0,1,1,2,0,11,10
"6859",1985,1986,29,"Saturday",1986-03-29,15:30:00,"Nürnberg","Saarbrücken","2:0","1:0",2,0,1,0,2,0,2,1,15,3
"6860",1985,1986,29,"Saturday",1986-03-29,15:30:00,"Waldhof","Schalke","3:0","1:0",3,0,1,0,2,0,3,1,37,6
"6861",1985,1986,29,"Saturday",1986-03-29,15:30:00,"Bochum","Stuttgart","0:2","0:0",0,2,0,0,0,2,2,0,29,14
"6862",1985,1986,29,"Saturday",1986-03-29,15:30:00,"K'lautern","Gladbach","1:1","0:0",1,1,0,0,1,1,2,0,13,20
"6863",1985,1986,29,"Monday",1986-03-31,18:00:00,"Dortmund","Bremen","1:1","1:1",1,1,1,1,1,1,2,2,16,8
"6864",1985,1986,30,"Friday",1986-04-04,20:00:00,"Bremen","Leverkusen","5:0","2:0",5,0,2,0,2,0,5,2,8,36
"6865",1985,1986,30,"Saturday",1986-04-05,15:30:00,"Saarbrücken","Düsseldorf","1:1","1:0",1,1,1,0,1,1,2,1,3,23
"6866",1985,1986,30,"Saturday",1986-04-05,15:30:00,"HSV","Nürnberg","2:1","2:1",2,1,2,1,2,0,3,3,10,15
"6867",1985,1986,30,"Saturday",1986-04-05,15:30:00,"Gladbach","Dortmund","2:1","2:0",2,1,2,0,2,0,3,2,20,16
"6868",1985,1986,30,"Saturday",1986-04-05,15:30:00,"Bayern","K'lautern","5:0","4:0",5,0,4,0,2,0,5,4,21,13
"6869",1985,1986,30,"Saturday",1986-04-05,15:30:00,"Stuttgart","Frankfurt","2:1","2:0",2,1,2,0,2,0,3,2,14,5
"6870",1985,1986,30,"Saturday",1986-04-05,15:30:00,"Schalke","Bochum","4:2","0:1",4,2,0,1,2,0,6,1,6,29
"6871",1985,1986,30,"Saturday",1986-04-05,15:30:00,"Hannover","Waldhof","1:1","1:0",1,1,1,0,1,1,2,1,18,37
"6872",1985,1986,30,"Saturday",1986-04-05,15:30:00,"Köln","Uerdingen","1:1","1:1",1,1,1,1,1,1,2,2,11,33
"6873",1985,1986,31,"Friday",1986-04-11,20:00:00,"Uerdingen","Bremen","1:0","0:0",1,0,0,0,2,0,1,0,33,8
"6874",1985,1986,31,"Friday",1986-04-11,20:00:00,"Bochum","Hannover","3:2","0:1",3,2,0,1,2,0,5,1,29,18
"6875",1985,1986,31,"Friday",1986-04-11,20:00:00,"K'lautern","Stuttgart","2:2","0:1",2,2,0,1,1,1,4,1,13,14
"6876",1985,1986,31,"Saturday",1986-04-12,15:30:00,"Dortmund","Bayern","0:3","0:1",0,3,0,1,0,2,3,1,16,21
"6877",1985,1986,31,"Saturday",1986-04-12,15:30:00,"Nürnberg","Köln","3:0","1:0",3,0,1,0,2,0,3,1,15,11
"6878",1985,1986,31,"Saturday",1986-04-12,15:30:00,"Düsseldorf","HSV","3:1","2:0",3,1,2,0,2,0,4,2,23,10
"6879",1985,1986,31,"Saturday",1986-04-12,15:30:00,"Waldhof","Saarbrücken","1:0","1:0",1,0,1,0,2,0,1,1,37,3
"6880",1985,1986,31,"Saturday",1986-04-12,15:30:00,"Frankfurt","Schalke","3:0","2:0",3,0,2,0,2,0,3,2,5,6
"6881",1985,1986,31,"Saturday",1986-04-12,15:30:00,"Leverkusen","Gladbach","3:1","2:0",3,1,2,0,2,0,4,2,36,20
"6882",1985,1986,32,"Thursday",1986-04-17,20:00:00,"Hannover","Frankfurt","0:0","0:0",0,0,0,0,1,1,0,0,18,5
"6883",1985,1986,32,"Thursday",1986-04-17,20:00:00,"Bremen","Gladbach","1:1","0:0",1,1,0,0,1,1,2,0,8,20
"6884",1985,1986,32,"Friday",1986-04-18,20:00:00,"Uerdingen","Nürnberg","6:2","3:1",6,2,3,1,2,0,8,4,33,15
"6885",1985,1986,32,"Saturday",1986-04-19,15:30:00,"Köln","Düsseldorf","1:3","0:1",1,3,0,1,0,2,4,1,11,23
"6886",1985,1986,32,"Saturday",1986-04-19,15:30:00,"Bayern","Leverkusen","0:0","0:0",0,0,0,0,1,1,0,0,21,36
"6887",1985,1986,32,"Saturday",1986-04-19,15:30:00,"Stuttgart","Dortmund","4:0","2:0",4,0,2,0,2,0,4,2,14,16
"6888",1985,1986,32,"Saturday",1986-04-19,15:30:00,"Schalke","K'lautern","2:3","1:2",2,3,1,2,0,2,5,3,6,13
"6889",1985,1986,32,"Saturday",1986-04-19,15:30:00,"Saarbrücken","Bochum","0:1","0:1",0,1,0,1,0,2,1,1,3,29
"6890",1985,1986,32,"Saturday",1986-04-19,15:30:00,"HSV","Waldhof","3:0","3:0",3,0,3,0,2,0,3,3,10,37
"6891",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Bremen","Bayern","0:0","0:0",0,0,0,0,1,1,0,0,8,21
"6892",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Düsseldorf","Nürnberg","2:1","2:0",2,1,2,0,2,0,3,2,23,15
"6893",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Waldhof","Köln","1:1","1:0",1,1,1,0,1,1,2,1,37,11
"6894",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Bochum","HSV","2:0","1:0",2,0,1,0,2,0,2,1,29,10
"6895",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Frankfurt","Saarbrücken","1:3","0:1",1,3,0,1,0,2,4,1,5,3
"6896",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"K'lautern","Hannover","1:0","1:0",1,0,1,0,2,0,1,1,13,18
"6897",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Dortmund","Schalke","1:1","0:1",1,1,0,1,1,1,2,1,16,6
"6898",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Leverkusen","Stuttgart","2:1","0:1",2,1,0,1,2,0,3,1,36,14
"6899",1985,1986,33,"Tuesday",1986-04-22,20:00:00,"Gladbach","Uerdingen","1:2","0:0",1,2,0,0,0,2,3,0,20,33
"6900",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Uerdingen","Düsseldorf","5:2","2:1",5,2,2,1,2,0,7,3,33,23
"6901",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Stuttgart","Bremen","2:1","1:0",2,1,1,0,2,0,3,1,14,8
"6902",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Schalke","Leverkusen","2:2","1:0",2,2,1,0,1,1,4,1,6,36
"6903",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Hannover","Dortmund","1:4","0:2",1,4,0,2,0,2,5,2,18,16
"6904",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Saarbrücken","K'lautern","0:6","0:3",0,6,0,3,0,2,6,3,3,13
"6905",1985,1986,34,"Saturday",1986-04-26,15:30:00,"HSV","Frankfurt","1:0","0:0",1,0,0,0,2,0,1,0,10,5
"6906",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Köln","Bochum","3:0","1:0",3,0,1,0,2,0,3,1,11,29
"6907",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Nürnberg","Waldhof","2:0","1:0",2,0,1,0,2,0,2,1,15,37
"6908",1985,1986,34,"Saturday",1986-04-26,15:30:00,"Bayern","Gladbach","6:0","2:0",6,0,2,0,2,0,6,2,21,20
"6909",1986,1987,1,"Friday",1986-08-08,18:30:00,"Homburg","Uerdingen","0:2","0:1",0,2,0,1,0,2,2,1,38,33
"6910",1986,1987,1,"Friday",1986-08-08,20:00:00,"Waldhof","Stuttgart","3:2","2:1",3,2,2,1,2,0,5,3,37,14
"6911",1986,1987,1,"Saturday",1986-08-09,15:30:00,"Leverkusen","Schalke","4:2","1:1",4,2,1,1,2,0,6,2,36,6
"6912",1986,1987,1,"Saturday",1986-08-09,15:30:00,"Bayern","Dortmund","2:2","1:1",2,2,1,1,1,1,4,2,21,16
"6913",1986,1987,1,"Saturday",1986-08-09,15:30:00,"Frankfurt","Düsseldorf","5:0","3:0",5,0,3,0,2,0,5,3,5,23
"6914",1986,1987,1,"Saturday",1986-08-09,15:30:00,"Bochum","Köln","3:1","1:1",3,1,1,1,2,0,4,2,29,11
"6915",1986,1987,1,"Saturday",1986-08-09,15:30:00,"Bremen","Nürnberg","5:3","0:2",5,3,0,2,2,0,8,2,8,15
"6916",1986,1987,1,"Saturday",1986-08-09,15:30:00,"Blau-Weiß 90 Ber.","K'lautern","1:4","1:2",1,4,1,2,0,2,5,3,39,13
"6917",1986,1987,1,"Tuesday",1986-08-19,20:00:00,"Gladbach","HSV","0:3","0:0",0,3,0,0,0,2,3,0,20,10
"6918",1986,1987,2,"Tuesday",1986-08-12,20:00:00,"Stuttgart","Homburg","4:0","3:0",4,0,3,0,2,0,4,3,14,38
"6919",1986,1987,2,"Friday",1986-08-15,20:00:00,"Köln","Frankfurt","0:0","0:0",0,0,0,0,1,1,0,0,11,5
"6920",1986,1987,2,"Friday",1986-08-15,20:00:00,"Dortmund","Leverkusen","0:0","0:0",0,0,0,0,1,1,0,0,16,36
"6921",1986,1987,2,"Saturday",1986-08-16,15:30:00,"K'lautern","Gladbach","1:1","0:1",1,1,0,1,1,1,2,1,13,20
"6922",1986,1987,2,"Saturday",1986-08-16,15:30:00,"Nürnberg","Bochum","3:3","3:1",3,3,3,1,1,1,6,4,15,29
"6923",1986,1987,2,"Saturday",1986-08-16,15:30:00,"Düsseldorf","Bayern","0:3","0:0",0,3,0,0,0,2,3,0,23,21
"6924",1986,1987,2,"Saturday",1986-08-16,15:30:00,"Schalke","Waldhof","3:1","2:0",3,1,2,0,2,0,4,2,6,37
"6925",1986,1987,2,"Saturday",1986-08-16,15:30:00,"Uerdingen","Blau-Weiß 90 Ber.","2:1","1:0",2,1,1,0,2,0,3,1,33,39
"6926",1986,1987,2,"Saturday",1986-08-16,15:30:00,"HSV","Bremen","3:0","2:0",3,0,2,0,2,0,3,2,10,8
